title,cluster_label
GUEST ESSAY : Critical Race Theory deepens racial divides,39
Anti - critical race theory org taking aim at Loudoun County School Board in half million dollar ad buy,12
Anti - critical race theory group takes out half - million - dollar ad targeting Virginia school board,12
Critical race theory : Quiz questions to test your US history knowledge,71
"Poll : Parents Want Kids To Learn About Slavery , But Not CRT",73
I Found Just How Deep Critical Race Theory Goes In U . S . Government,39
Where Did Critical Race Theory Come From ? The Truth About CRT And How It Affects Black Lives,90
Op - Ed : Finding alternatives to Critical Race Theory in PA schools,11
Critical Race Theory Is a Direct Attack on Market Freedom,0
Wyoming lawmakers to introduce bill to combat critical race theory in schools,97
"Former teacher tells Tucker he  was separated  from school after objecting to CRT , split Zoom sessions by race",50
Readers Write : CRT in schools is Progressive / Marxist goal - Readers Write,1
Bill To Fight Critical Race Theory Drafted For Wyoming,97
Bill To Fight Critical Race Theory Drafted For Wyoming Legislatur,97
Critical race theory will destroy the fabric of our military,70
No new teacher in Wheaton sign pledge on Sep . 11 to teach Critical Race Theory,10
No new teacher in Bartlett sign pledge on Sep . 11 to teach Critical Race Theory,10
No new teacher in Lisle sign pledge on Sep . 11 to teach Critical Race Theory,26
Ablation and Biventricular Pacing Boosts Survival in Selected Atrial Fibrillation Patients in APAF - CRT Trial,80
No new teacher in Downers Grove sign pledge on Sep . 11 to teach Critical Race Theory,10
Slurs and CRT : Expelled student and Catholic school do battle over race and punishment,50
No new teacher in Roselle sign pledge on Sep . 11 to teach Critical Race Theory,10
No new teacher in Glen Ellyn sign pledge on Sep . 11 to teach Critical Race Theory,26
Critical Race Discussions Provide Students the Full Palette of Colors,7
"COVID - 19 , critical race theory bring surge in school board candidates",12
Open Forum : Critical Race Theory is manufacturing outrage over a non - present issue,39
"Schools facing critical race theory battles are diversifying rapidly , analysis finds",11
No new teacher in Mesa sign pledge on Sep . 11 to teach Critical Race Theory,10
Letter : Critical Race Theory in Laguna Beach - Laguna Beach Local News,92
Poll : Wyoming Legislature Bill Against Critical Race Theory,97
Black Homeschoolers :  We Stand Firm Against Critical Race Theory  ,11
Transparency Plays a Greater Role in Wyoming CRT Bill,3
John Klar : Learn the truth about CRT from children ( when superintendents lie ) ,1
Gov . Cooper vetoes bill barring public schools from teaching critical race theory,42
Balow leads fight against critical race theory in Wyoming,97
Critical Race Theory Will Destroy the Fabric of Our Military,70
Ohio AG Dave Yost suggests critical race theory standards would be unconstitutional,25
Critical race theory at the center of Republican primary for the board of education in Guilford,61
No new teacher in Wheaton sign pledge on Sep . 12 to teach Critical Race Theory,10
No new teacher in Bartlett sign pledge on Sep . 12 to teach Critical Race Theory,10
No new teacher in Lisle sign pledge on Sep . 12 to teach Critical Race Theory,26
No new teacher in Downers Grove sign pledge on Sep . 12 to teach Critical Race Theory,10
No new teacher in Glen Ellyn sign pledge on Sep . 12 to teach Critical Race Theory,26
CRT : Critical of race teaching,7
Garfield County Latino Committee delves into Critical Race Theory concerns during education panel discussion,12
WEA president responds to new transparency bill aimed at critical race theory,23
Critical race theory is an important tool in better understanding how religion operates in America,76
GOP Critical Race Theory Outrage Serves As Another Reminder Of White Evangelical Political Influence,56
Rep . Carter attempt to stop funding teaching of CRT comes up short,46
Randy Fine targets critical race theory with proposed government - wide ban,44
Should critical race theory be taught in our schools ? ,7
Who is behind critical race theory protests ? ,68
"Lawmakers , state superintendent propose bill to fight against critical race theory in schools",42
Lincoln University professor speaks about critical race theory,90
Republican opposed to critical race theory won Tuesday board of education primary in Guilford . Vote sets up face off in November . ,61
Republican activists opposed to critical race theory won Tuesday board of education primary in Guilford . Vote sets up face off in November . ,61
Seven Peoria teachers pledge to teach Critical Race Theory despite controversy by week ending Aug . 28,5
"New bill would ban Critical Race Theory from Florida public universities , state colleges",55
No new teachers in Downers Grove sign pledge on Sept . 13 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Sept . 13 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 13 to teach Critical Race Theory,26
No new teacher in Gilbert sign pledge on Sep . 11 to teach Critical Race Theory,10
No new teachers in Scottsdale sign pledge on Sept . 13 to teach Critical Race Theory,10
Activists opposed to the teaching of critical race theory in Guilford won Tuesday primary,12
15 teachers in Tempe pledge to teach controversial Critical Race Theory by week ending Aug . 28,5
Milley should spend more time studying treason and less time studying critical race theory,14
No new teacher in Chandler sign pledge on Sep . 11 to teach Critical Race Theory,10
"Man opposed to transgender acceptance , critical race theory , yoga says he may challenge Gov . Ivey",43
Bill would expand Florida ban on critical race theory beyond K - 12 public schools,55
Critical Race Theory Has No Place in Military : Rep . Ken Buck,70
"NYC council candidate slams city for  wasting time and money  on  ideological training , critical race theory  ",19
Leeds : Critical race theory denial must end,39
How North Carolina is fighting back against critical race theory,8
Critical race theory is coming to your child school,11
What school districts where critical race theory panic played out have in common . ,11
Cooper all in on critical race theory - Carolina Journal,71
GOP Rep . Fine proposes sweeping ban against critical race theory and  racial scapegoating  ,44
No new teachers in Lisle sign pledge on Sept . 14 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 14 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Sept . 14 to teach Critical Race Theory,10
"Milley checkered history : China , Afghanistan withdrawal , and CRT by Sarah Westwood",9
"Milley checkered history : China , Afghanistan withdrawal , and CRT",9
No new teachers in Glen Ellyn sign pledge on Sept . 14 to teach Critical Race Theory,26
Do we need critical race theory which could tempt a future toward Marxism ? ,68
GOP Rep . Fine proposes sweeping ban against critical race theory and  racial scapegoating  | Sunshine State News,44
What in Texas  Critical Race Theory  bill ? – People World,20
Republicans opposed to critical race theory won Tuesday board of education primary in Guilford . Vote sets up face off in November . ,61
Police break up school board meeting after debate about critical race theory boils over,12
"If You Dont Believe In Critical Race Theory , You Cant Work",0
Critical Race Theory Distracts from Widespread Academic Underachievement,7
Chaos Breaks Out Over Critical Race Theory at Virginia School Board Meeting – NBC4 Washington,12
The Recorder - Focus of CRT,58
What the Critical Race Theory Panic Was Really About ( and the Data to Prove It ) ,0
"Kemi Badenoch , British Equalities Minister , denounces Black Lives Matter and Critical Race Theory",19
Owen Strachan says critical race theory is threat to the Church,76
No new teachers in Wheaton sign pledge on Sept . 15 to teach Critical Race Theory,10
No new teachers in Queen Creek sign pledge on Sept . 14 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 15 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 15 to teach Critical Race Theory,10
No new teachers in Downers Grove sign pledge on Sept . 15 to teach Critical Race Theory,10
WEA president responds to new bill aimed at critical race theory,23
No new teachers in Glen Ellyn sign pledge on Sept . 15 to teach Critical Race Theory,26
Letter to the editor | Critical race theory doesnt belong here | Readers Forum,18
Number of teachers pledging to teach Critical Race Theory in Phoenix stagnates at 37,5
Balow cites student notes in backing anti - critical race theory bill | News,23
"MSD Martinsville presents budget , address Critical Race Theory",92
"Anti - CRT Parents Sweep Connecticut School Board Primary , Besting GOP Incumbents",67
Can Critical Race Theory Help in Understanding Religion ? ,76
Opinion : Critical race theory and the danger of white comfort,39
"Colleyville , Texas principal put on leave amid critical race theory debate",30
NELSON PRICE : Why do some criticize the Critical Race Theory,71
How a Black high school principal was swept into a  critical race theory  maelstrom in a mostly white Texas suburb,30
  R - E - S - P - E - C - T  Is the Antidote to CRT | RealClearPolitics,31
"AP EXPLAINER : So much buzz , but what is critical race theory ? ",90
Critical race theory promotion accusation made against first Black principal at Texas high school before his suspension,30
No new teachers in Downers Grove sign pledge on Sept . 16 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Sept . 16 to teach Critical Race Theory,10
Balow cites student notes in backing anti - critical race theory bill | Wyoming,97
Balow cites student notes in backing anti - critical race theory bill | In Our Schools,23
Dr . David Campt and Allison Mahaley : Let have a conversation about racism and CRT,45
"After early momentum , critical race theory opponents face challenge for wider relevance in CT , experts say",71
"Parents Rise Up , Force Out School Official Who Promoted Critical Race Theory",99
Twisted teacher gleefully brags about ignoring law to teach CRT with a  clever workaround  ,15
Lansing school board approves CRT statement,63
Virginia parents push back against critical race theory in schools,99
Superintendent Resigns After Parents Disagree with CRT in Curriculum,15
McDaniel : Opposing CRT is the latest attempt to bury the truth,31
No new teachers in Wheaton sign pledge on Sept . 17 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 17 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 17 to teach Critical Race Theory,10
No new teachers in Downers Grove sign pledge on Sept . 17 to teach Critical Race Theory,10
"Editorial : In Guilford , making white people afraid and bashing  critical race theory  proves a winning political strategy",19
No new teachers in Glen Ellyn sign pledge on Sept . 17 to teach Critical Race Theory,26
Fagundes inhabits Billie Holiday in CRT production of  Lady Day at Emerson Bar and Grill  ,40
Madison school chief allays parent  Critical Race Theory  worries,77
Iowa professor explains how she circumvents state ban on teaching CRT,15
"Stafford supervisors to weigh resolution against asking about student preferred pronouns , teaching critical race theory",29
"Speakers bring up critical race theory , lack of in - person school board meetings in Milford",12
How Colleyville Heritage Black principal was swept into a  critical race theory  maelstrom,92
No new teachers in Bartlett sign pledge on Sept . 18 to teach Critical Race Theory,10
No new teachers in Avondale sign pledge on Sept . 18 to teach Critical Race Theory,10
Studying race theory doesnt mean embracing it | Letters to the editor - South Florida Sun Sentinel,71
"Ohio critical race theory bills : What they are , and how they could affect Miami",55
No new teachers in Downers Grove sign pledge on Sept . 18 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Sept . 18 to teach Critical Race Theory,10
No new teachers in Peoria sign pledge on Sept . 17 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 18 to teach Critical Race Theory,26
KBHB Radio - Noem delays social studies revision process for a year ; still plans to ban Critical Race Theory,44
"Texas Gov . Greg Abbott Approval Rating Declines Amid Abortion Ban , Critical Race Theory",20
"Rantz : District tells staff to defend critical race theory , but deny they teach it",59
"Dont miss Jonathan Emord Critical Race Theory event , livestreaming on Brighteon Tuesday evening – NaturalNews . com",62
Explainer - What  critical race theory  means and why it igniting debate | HOT 96 | Today Hit Music,90
Explainer - What  critical race theory  means and why it igniting debate | 100 . 7 MIX - FM | Today Hit Music,90
Explainer - What  critical race theory  means and why it igniting debate | The Mighty 790 KFGO,90
Explainer - What  critical race theory  means and why it igniting debate | 104 . 1 WIKY,90
Explainer - What  critical race theory  means and why it igniting debate | WTAQ News Talk | 97 . 5 FM · 1360 AM,90
Explainer - What  critical race theory  means and why it igniting debate | WABX 107 . 5,90
Critical Race Theory distracts from widespread academic underachievement | American Enterprise Institute,16
EDITORIAL : Check your fact on critical race theory,0
"Grapevine - Colleyville , Texas School Board Ousts Black Principal James Whitfield Over Critical Race Theory",30
"New Britain Herald - YWCAs across Connecticut , including New Britain , tackling Critical Race Theory ; here how to join conversation",92
James Whitfield : Grapevine Colleyville school board proposes the non - renewal of a contract for a principal accused of promoting critical race theory,75
Texas school board urged to reinstate Black principal James Whitfield after critical race theory controversy,30
A Texas school board proposes the non - renewal of a contract for a principal accused of promoting critical race theory,30
The Gilmer Mirror - How a Black high school principal was swept into a critical race theory maelstrom in a mostly white Texas suburb,30
No new teachers in Wheaton sign pledge on Sept . 19 to teach Critical Race Theory,10
No new teachers in Bartlett sign pledge on Sept . 19 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 19 to teach Critical Race Theory,26
"CRT , LGBT , and How the Pandemic Helped Parents",43
Critical Race Theory to be taught by six Scottsdale teachers after pledge by week ending Sep . 4,5
No new teachers in Downers Grove sign pledge on Sept . 19 to teach Critical Race Theory,10
  We are not teaching the critical race theory  | Brandywine Superintendent responds to critics,29
No new teachers in Glen Ellyn sign pledge on Sept . 19 to teach Critical Race Theory,26
No new teachers in Gilbert sign pledge on Sept . 18 to teach Critical Race Theory,10
"15 Glendale teachers vow to teach Critical Race Theory , signing online pledge by week ending Sep . 4",10
  Critical race theory  roils a Tennessee school district,60
No new teachers in Mesa sign pledge on Sept . 19 to teach Critical Race Theory,10
  Critical race theory  roils a Tennessee school district | WTAQ News Talk | 97 . 5 FM · 1360 AM,60
"Wisconsin Senate critical race theory debate , legislation moves forward",49
Quaker Valley School District officials : No critical race theory is taught in QV schools,29
Ohio lawmakers debate critical race theory in House bills 322 and 327,23
"Stafford County School Board denounces Critical Race Theory , 1619 Project , preferred pronouns",29
"Despite Bans on CRT , Educators Are Teaching Other Educators How to  Back - Door It  Into the Classroom",1
WATCH NOW : Stafford supervisors say no to Critical Race Theory and The 1619 Project in county classrooms,59
Stafford supervisors say no to Critical Race Theory in county classrooms,29
Explainer - What  critical race theory  means and why it igniting debate,90
Virginia County Board Votes to Denounce Teaching of Critical Race Theory,29
Republicans advance bill banning critical race theory in schools,61
How we got here : Critical Race Theory,0
"Sens . Larson , Roys : Committee hearing on Critical Race Theory not rooted in reality",49
Florida University Sponsors Webinar Teaching Educators How to Disguise and Push CRT,65
Callaway Discusses CRT Issues Facing School Districts,63
Critical Race Theory At Lyons Township High ? ,92
Debate underway on Ohio critical race theory ban bills,25
Virginia county passes resolution denouncing critical race theory and pronoun selection in schools,60
"Ragsdale , Scamihorn talk Cognia review , school board politics and CRT at forum",67
John Klar : CRT toxicity in Springfield School District,58
Debate begins on Ohio critical race theory ban bills,25
No new teachers in Queen Creek sign pledge on Sept . 20 to teach Critical Race Theory,10
No new teachers in Fountain Hills sign pledge on Sept . 18 to teach Critical Race Theory,10
No new teachers in Bartlett sign pledge on Sept . 20 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 20 to teach Critical Race Theory,26
Ohio debates critical race theory - The Lima News,92
Educators : Critical race theory was never taught in Alabama public schools,29
No new teachers in Roselle sign pledge on Sept . 20 to teach Critical Race Theory,10
BU Law Professor Khiara Bridges Teaches Critical Race Theory at Harvard Law,16
No new teachers in Peoria sign pledge on Sept . 20 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 20 to teach Critical Race Theory,26
"By Suppressing Information on the Impact of Racism , Opponents of Critical Race Theory Maintain Inequity",39
Public school students being  abused  by critical race theory education : Carol Swain,2
UW professors challenge GOP attempts to ban critical race theory on college campuses,16
Debate over Critical Race Theory in Wisconsin schools continues in legislative hearing,60
Stafford County supervisors pass resolution condemning critical race theory and  required  pronouns in schools,60
Teaching Critical Race Theory to our youth • The Duquesne Duke,59
"Wis . GOP advances bill banning critical race theory , despite it not being taught at elementary school level",42
Sewing : Why the campaign against critical race theory matters for Hispanic often - rewritten history,68
Wisconsin Assembly to vote on bill banning race theory,25
Wisconsin Assembly critical race theory bill ; vote next week,23
"N . C . congressman wants school choice for students facing mask mandates , CRT",84
Wisconsin Assembly to Vote on Bill Banning Race Theory,25
No new teachers in Wheaton sign pledge on Sept . 21 to teach Critical Race Theory,10
GCISD denies it effectively fired Colleyville principal accused of teaching critical race theory,75
No new teachers in Lisle sign pledge on Sept . 21 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 21 to teach Critical Race Theory,10
The Perils of Teaching about Critical Race Theory : A Conversation with K - 12 Teachers,7
No new teachers in Avondale sign pledge on Sept . 21 to teach Critical Race Theory,10
Springfield parents opposed to CRT host rally in park,27
"N . C . congressman wants school choice for students facing mask mandates , CRT - Carolina Journal",84
No new teachers in Roselle sign pledge on Sept . 21 to teach Critical Race Theory,10
No new teachers in Goodyear sign pledge on Sept . 21 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 21 to teach Critical Race Theory,26
Morning Headlines : Permanent Sales Tax Increase Proposed to Pay for New Cuyahoga Jail ; Debate Begins on Ohio Critical Race Theory Ban Bills,54
Monmouth Co . Assemblyman Wants To Ban Critical Race Theory In NJ,25
Debate begins on Ohio critical race theory ban bills – YourRadioPlace . com – A Service of AVC Communications,25
Former CVS chief hired CRT guru to teach employees how Americans are  completely soaked in racist ideas  ,45
Taking on  critical race theory  critics,39
CRT is racist,45
Your Opinion : CRT again ? ,31
"Two Cortez school board members resign over decisions on race theory , COVID - 19",12
Montezuma - Cortez school board passes resolution opposing critical race theory,12
What is Critical Race Theory and is it taught in NC ? Answers to common questions . ,90
The Common Denominator Among Critical Race Theory And Masks ? Legislative Encroachment,49
Weekly Briefs : Texas abortion clinics return to SCOTUS ; law prof known for critical race theory work wins award,20
No new teachers in Wheaton sign pledge on Sept . 22 to teach Critical Race Theory,10
No new teachers in Bartlett sign pledge on Sept . 22 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 22 to teach Critical Race Theory,26
How Critical Race Theory is Dividing America ( Rebroadcast ) – Ricochet,0
No new teachers in Roselle sign pledge on Sept . 22 to teach Critical Race Theory,10
State Assembly sets vote on  critical race theory  ,49
No new teachers in Glen Ellyn sign pledge on Sept . 22 to teach Critical Race Theory,26
Virginia Heffernan : How to stop worrying that CRT will corrupt your kids,73
Letter : Let get straight what CRT really is,58
Representatives tell group to be watchful to keep CRT out of schools,63
Opinion | Youngkin is using the critical race theory bogeyman to rile up the Trumpian base,71
GOP panelists expect big political fight over  critical race theory  ,56
  It is a plague : NC conservative political leaders again target critical race theory,56
Dr . Gloria Ladson - Billings On The Purpose Of Critical Race Theory,71
"A Critical Conversation : Board , community voices opposition to CRT resolution",31
Parents : Critical Race Theory is Divisive and Dangerous,77
Critical Race Theory and the Many Piles of Dirt It Creates,0
"If were transparent about curriculum , we must be about CRT , too",1
A nonprofit run by a Trump administration official is training  critical race theory activist to overtake local school boards,12
Speakers at GOP conference forecast big political fight over critical race theory,56
Anne Arundel vaccine bonus a bad investment ; federal redistricting reform needed ; critical race theory opposed | READER COMMENTARY,22
UW educators voice support for critical race theory as new bill seeks to ban it,42
Social Justice Book Club to host critical race theory panel discussion,19
"Ignacio school board candidates address mask policies , critical race theory",72
Parents : Critical Race Theory Is Divisive & Dangerous,77
MPS : Critical Race Theory not part of curriculum,59
Number of teachers pledging to teach Critical Race Theory in Downers Grove stagnates at two in week ending Sept . 25,5
No new teachers in Downers Grove sign pledge on Sept . 25 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Sept . 25 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 25 to teach Critical Race Theory,26
"Arizona judge strikes down bans on school mask mandates , critical race theory & more",74
Loudoun County Teacher Vows To Keep Critical Race Theory In Classroom,29
Christopher Rufo : The media is lying about CRT -- parents of every race oppose teaching it in schools,50
Parents Against CRT : The White Backlash That Wasnt,50
Will critical race theory be the new debate issue for 2022 elections ? ,49
Ohio GOP Candidate Gets Owned By Jemele Hill For Asinine CRT Tweets,24
"Wisconsin Assembly passes bills banning  critical race theory  in schools , government training",25
Wisconsin Assembly passes critical race theory ban,25
"Will Smith Goes All in for Black Lives Matter , Says Critical Race Theory Should Be Called  Truth Theory  ",19
  It is a plague : N . C . conservative political leaders again target critical race theory | News,93
Wisconsin Assembly set to vote on critical race theory ban,25
Legislation aims to make teaching CRT in federally funded schools a civil rights violation,63
State Assembly set to vote on critical race theory ban,25
Critical race theory ban passes Wisconsin Assembly,25
One teacher in Litchfield Park pledges to teach controversial Critical Race Theory by week ending Sep . 4,5
No new teachers in Wheaton sign pledge on Sept . 26 to teach Critical Race Theory,10
No new teachers in Fountain Hills sign pledge on Sept . 21 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 26 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 26 to teach Critical Race Theory,10
Wisconsin Assembly Passes Critical Race Theory Ban,25
State Assembly passes critical race theory ban,44
No new teachers in Roselle sign pledge on Sept . 26 to teach Critical Race Theory,10
"Assembly passes bill backers say would ban critical race theory in schools , government employee training",42
Wisconsin : Assembly passes ban on teaching critical race theory,25
No new teachers in Gilbert sign pledge on Sept . 21 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 26 to teach Critical Race Theory,26
Rep . Blackman blasts  critical race theory  in fundraiser | Elections 2018,56
Number of teachers pledging to teach Critical Race Theory in Glendale stagnates at 15,5
State Assembly passes  critical race theory  bill ; legislation heads to Senate,23
"Court strikes down bans on mask mandates , critical race theory and more",44
"134 GOP ok defense bill with CRT , GND , and drafting women",3
Michigan House Education panel passes bill essentially banning  critical race theory  ,25
critical race theory – NBC 7 San Diego,92
critical race theory – NBC Chicago,92
Virginia Congressman Introduces Legislation to Prohibit Critical Race Theory at Federally - Funded Schools,42
Critical Race Theory – NBC New York,92
critical race theory – NBC4 Washington,92
critical race theory – NBC Connecticut,92
Koch - aligned leaders oppose banning critical race theory,44
Lawmakers drowned out by protesters as they announce critical race theory bill,23
"Rally Held Against CRT , Transgender Policies In Loudoun County",27
UW - P hosts critical race theory lecture on day Assembly passes ban,25
Pharma retailer CVS tells employees complaining about critical race theory they are racists who need to shut up,96
Bob Good mocked for invoking MLK as hecklers disrupt anti - critical race theory speeches,78
Koch network slams  using government to ban  critical race theory,44
"Actor Will Smith gushes about Black Lives Matter as  perfection , says CRT , should be called  truth theory  ",45
"GOP Rep . Ronny Jackson tried to blame ISIS - K attack on the military  woke social experiment , baselessly tying the deadly bombing to Critical Race Theory",33
Saratoga coalition hosting series of forums focused on critical race theory,92
CVS is indoctrinating employees in CRT just like schools do with students . | WTAG,1
No new teachers in Wheaton sign pledge on Sept . 27 to teach Critical Race Theory,10
No new teachers in Black Canyon City sign pledge on Sept . 27 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 27 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Sept . 27 to teach Critical Race Theory,10
Wisconsin Assembly passes ban on teaching critical race theory,25
"Koch Network Criticized for Opposing Race Theory Bans , Donating to Those Who Support Them",44
Conservative Koch network disavows critical race theory bans :: WRAL . com,44
Conservative Koch Network Disavows Bans on Teaching Critical Race Theory,44
Conservative Koch Network Disavows Critical Race Theory Bans,44
No new teachers in Roselle sign pledge on Sept . 27 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Sept . 27 to teach Critical Race Theory,26
"Conservatives : If You Dont Want Critical Race Theory in Classrooms , Provide the Resources for Civics Education",59
"From North Carolina to Florida , protesters have disrupted school board meetings over masks , CRT",84
Conservative Koch network disavows legislative bans on critical race theory,44
Wisconsin Republicans pass bill banning critical race theory in schools,25
Critical race theory should be taught in Wisconsin schools,7
Critical race theory makes some people uncomfortable . We should teach it in Wisconsin schools anyway . ,29
Today lesson : [ REDACTED ]. Is the GOP using critical race theory to ban discussions on race ? ,44
Wisconsin Legislature Wants to Ban List of  Critical Race Theory  Terms from Schools,25
Some Lucia Mar school district parents allege that new personal development program is actually critical race theory,99
DeSanti Biggest Worry For Florida :  Critical Race Theory  ,48
Middletown BOE Critical Race Theory Research Sparks Fight,92
Critical race theory debate creeps into Prince William racial justice commission meeting,39
"School boards ask FBI to fight  terrorism  over masks , race theory",72
John Klar : Critical race theory and anti - Semitism,71
Letter to the editor : CRT asserts society is divided,31
Critical Race Theory Is an Attack on America,39
No new teachers in Wheaton sign pledge on Sept . 28 to teach Critical Race Theory,10
No new teachers in Bartlett sign pledge on Sept . 28 to teach Critical Race Theory,10
No new teachers in Lisle sign pledge on Sept . 28 to teach Critical Race Theory,26
DeSantis : Im Too Busy Fighting Critical Race Theory to Run for President,48
No new teachers in Downers Grove sign pledge on Sept . 28 to teach Critical Race Theory,10
Ankeny schools discuss critical race theory in forum,7
No new teachers in Roselle sign pledge on Sept . 28 to teach Critical Race Theory,10
Guest commentary : Legislation on critical race theory isnt a good idea,49
No new teachers in Glen Ellyn sign pledge on Sept . 28 to teach Critical Race Theory,26
Susan Estrich : About the critical race theory issue,71
"College Fix editors discuss critical race theory , white supremacy",39
"University Of Wyoming Law Professor , Law Student And Art Museum Director Explore Race Theory",97
Ed expert predicts critical race theory mandates under Biden,89
Brian Mark Weber : Buckle Up for a Critical Race Curriculum The Patriot Post,59
Catholic school forced white student to accept critical race theory with  false imprisonment : lawsuit,75
Southern Baptist leaders meet after critical race theory document caused controversy,76
Southern Baptist Leaders Meet After Critical Race Theory Statement Caused Controversy,76
James Lindsay : What Is Critical Race Theory ? -- Society Child -- Sott . net,77
Las Vegas charter school sued for critical race theory teaching,75
A Lesson on Critical Race Theory,0
Spain Morenoite CRT denies Trump fascist coup in Washington,9
The New Intolerance : Critical Race Theory and Its Grip on America – Ricochet,39
"From the Capitol to critical race theory , white Christians grieve declining hegemony",76
Critical race theory infiltrated California schools,11
Activists organize to expel critical race theory from California ethnic studies  model curriculum  ,59
CRT rolls out new Meals on Wheels program following crash last spring,58
Sequential CRT Wins in Post - Op Cervical Cancer,58
Parents  Shocked  After California Elementary School Taught Critical Race Theory,99
"From the Capitol to Critical Race Theory , White Christians Grieve Declining Hegemony",76
Woke Elementary : Critical Race Theory & California  Inconvenient Minority  ,59
Is Critical Race Theory a Religion ? Responding to Carl Trueman,76
University of Chicago Eyes the Creation of a Critical Race Studies Department,16
Martin Luther King Would Reject Critical Race Theory,78
Two Views : Critical race theory threatens what King achieved,78
Legal coalition forming to stop critical race theory training around the country,96
What You Need to Know About Critical Race Theory,90
What You Need to Know About Critical Race Theory – Ricochet,0
States Can Reject Critical Race Theory,0
  THIS IS THE ANSWER : Megyn Kelly on board with new coalition to fight critical race theory in the courts,96
Joe Biden renewed anti - bias training for feds spurs legal coalition fighting critical race theory,66
  This is the answer : New legal alliance to fight critical race theory in courts gets Megyn Kelly stamp of approval,96
"If America really wants unity , it must do away with critical race theory -- Society Child -- Sott . net",68
Critical Race Theory Focus of Next Big Sky Worldview Forum,0
"Biden has reinstituted Critical Race Theory at the federal level , but governors and local legislators can still fight it off",66
Southern Baptist Dwight McKissic to leave Texas group over critical race theory stance,30
Rufo opposes reversal on critical race theory ban in government,13
Biden Revives Critical Race Theory But One Coalition Is Vowing to Fight Back,66
Biden brings back mandatory critical race theory training in government,66
Cardiac Resynchronization Therapy ( CRT ) Devices Market Size : Technological Advancement and Growth Analysis with Forecast to 2026,80
"Arkansas Bills Target 1619 Curriculum , Critical Race Theory in Public Schools",59
States Can Reject Critical Race Theory - American Renaissance,0
Critical Race Theory and the Southern Baptist Church,76
Building American authoritarianism through Biden critical race theory,68
Study : CRT - D Best When RV Pacing Is Needed,80
Biden has embraced lunatic  critical race theory  but you can still fight it,66
Gah ! Joe Biden quietly embraces far - left  critical race theory  -- Society Child -- Sott . net,89
"Parents too afraid to oppose critical race theory in schools , says activist",99
How Joe Biden Should Implement Critical Race Theory in the Defense Department,66
The Everyday Consequences Of Critical Race Theory And Cancel Culture,39
  Exploring White Fragility : Longtime School Teacher Explains How Critical Race Theory Is Hurting Multicultural Classrooms,2
RIGHT SPEAK : Biden Has Embraced Lunatic  critical race theory  But You Can Still Fight It ; Which Teachings of Critical Race Theory Does the Biden Administration Endorse ? and related stories,66
CRT Is Sacrosanct and May Not Be Questioned,58
  Exploring white fragility : Longtime school teacher explains how critical race theory is hurting multicultural classrooms -- Society Child -- Sott . net,2
"Biden Ed Secretary opposes re - opening , loves racist critical race theory",89
Superintendent of Detroit schools says their curriculum is  deeply using critical race theory  ,29
"Critical race theory : Myths , Marxism and more",68
Detroit Superintendent Opposes Anti - CRT Bill :  Our Curriculum Is Deeply Using CRT  ,95
Why the GOP attempts to ban  critical race theory  unintentionally do the opposite,44
Commentary : What the public doesnt get : Anti - CRT lawmakers are passing pro - CRT laws,28
Superintendent openly admits Detroit schools  deeply using critical race theory  within curriculum,29
Fred L . Pincus : Critical race theory controversy has decades - old roots,71
"L . A . Schools Deny CRT , Invite Critical Race Theorist To Help Craft Curriculum",29
Political Editors : In Brief : The Five Lies of CRT,31
A Minnesota school district requires nearly a million dollars to tell parents if theyre teaching CRT,32
The Laura Flanders Show : Should Democrats Stop Talking About CRT ? ,24
Advocacy group accuses Salvation Army of  covering up  embrace of critical race theory,76
