title,gpt_label
Okla . Board Of Education Weighs In On Law Banning Critical Race Theory From Being Taught In Public Schools,<NEUTRAL>
Dr . Carson on fight against CRT :  People are waking up  ,<ANTI-CRT>
Letter : Critical race theory and school board recall are shameful tricks,<DEFENDING CRT>
The Democrat Serious Disconnect on Critical Race Theory,<ANTI-CRT>
I will vote to ban critical race theory from our schools and military,<ANTI-CRT>
Teachers Unions Push CRT in Schools,<ANTI-CRT>
Dr . Carson : Im glad the left is pushing critical race theory because  people are waking up  ,<ANTI-CRT>
"NU regent , governor hopeful proposes resolution against critical race theory",<ANTI-CRT>
Jim Pillen asks fellow NU regents to formally oppose critical race theory,<ANTI-CRT>
"Kudlow : Systemic racism , Critical Race Theory and racial equity have become the diagnosis and solution",<ANTI-CRT>
Why Critical Race Theory is So Dangerous,<ANTI-CRT>
CHRISTINE FLOWERS : Why critical race theory is so dangerous,<ANTI-CRT>
Why critical race theory is so dangerous,<ANTI-CRT>
History wars : Australia empty  defeat  of critical race theory feeds full blown assault on new school curriculum,<ANTI-CRT>
Letter to the Editor : What so scary about Critical Race Theory ? ,<DEFENDING CRT>
Experts Say AZ Critical Race Theory Law Is Using Incorrect Definition,<DEFENDING CRT>
Educators Nationwide Leaving Due to Disagreements Over Critical Race Theory,<NEUTRAL>
Ben Carson  glad  Democrats pushing critical race theory :  It is waking people up  ,<ANTI-CRT>
Critical race theory sparks activism in students,<DEFENDING CRT>
"OKLAHOMA CRITICAL RACE THEORY LAW : Oklahoma Board of Education approves emergency rules around law dealing with teaching race , sex",<NEUTRAL>
Letter to editor : Dont be fooled by Critical Race Theory fearmongering,<DEFENDING CRT>
"Critical race theory battles are driving frustrated , exhausted educators out of their jobs",<DEFENDING CRT>
Disingenuous Defenses of Critical Race Theory | Manhattan Institute,<ANTI-CRT>
State Board Of Ed Approves  Critical Race Theory  Ban Rules,<NEUTRAL>
Critical race theory discussion set for Sunday,<NEUTRAL>
Growing animosity over critical race theory is leading to an exodus of educators,<NEUTRAL>
Critical race theory in Kentucky schools discussed at Interim Joint Committee on Education,<NEUTRAL>
Critical Race Theory & Education : The Point of the Anti - CRT Fight Should Be to Take Over the Schools,<ANTI-CRT>
Putnam Commission approves resolution against Critical Race Theory,<ANTI-CRT>
The Legacy Media Is Lying About Critical Race Theory – PJ Media,<ANTI-CRT>
Nikki Haley Calls on All Governors to  Ban Funding for Critical Race Theory  ,<ANTI-CRT>
Rescuing Math and Science from Critical Race Theory Racial Discrimination,<ANTI-CRT>
The end of Critical Race Theory By Gamaliel Isaac,<ANTI-CRT>
Ibram Kendi Orwellian Declaration on Critical Race Theory – PJ Media,<ANTI-CRT>
Roy Exum : The Curse Of The CRT - Chattanoogan . com,<ANTI-CRT>
"School board races primed to explode with critical race theory backers , opponents",<NEUTRAL>
"Kayleigh McEnany : Critical race theory talking points echoed by liberal media are  false , false , false  ",<ANTI-CRT>
ANALYSIS : Polling Holds A Clue To Critical Race Theory Future In Classrooms,<NEUTRAL>
Media Censors Kansas Attorney General Op - Ed on Critical Race Theory,<ANTI-CRT>
More On The Critical Race Theory,<NEUTRAL>
The Conservative Case Against Banning Critical Race Theory,<DEFENDING CRT>
"No , D51 is not teaching CRT",<DEFENDING CRT>
"Success of Asian Americans debunks critical race theory ,  Inconvenient Minority  author says",<ANTI-CRT>
St . Joseph Public Schools Board clarifies Strategic Plan after concerns about Critical Race Theory,<NEUTRAL>
MLK Daughter Hits Back at Kevin McCarthy Attack on Critical Race Theory,<DEFENDING CRT>
It Not Enough To Fight Critical Race Theory . We Must Replace It,<ANTI-CRT>
"OKLAHOMA CRITICAL RACE THEORY LAW : Education leaders vote to approve rules on teaching race , sex in Oklahoma public schools",<NEUTRAL>
PA mother may pull kids out of public schools over critical race theory : Truth is being  undermined  ,<ANTI-CRT>
Letter to the editor : Let talk about critical race theory,<NEUTRAL>
SPLC Funds CRT in Schools,<ANTI-CRT>
Critical Race Theory 1619 Project Ohio State Board of Education,<NEUTRAL>
Oklahoma cracks down on critical race theory but Tulsa is defiant,<NEUTRAL>
"Over 5 , 000 Teachers Sign Pledge to Continue Teaching Critical Race Theory Even if Outlawed",<DEFENDING CRT>
Guest editorial : Critical Race Theory is no threat,<DEFENDING CRT>
School Board Battles Broadly Over CRT Influence,<NEUTRAL>
"Letter : Schools should teach Golden Rule , not CRT",<ANTI-CRT>
"Schools should teach Golden Rule , not CRT",<ANTI-CRT>
Sen . Cotton demands answers from Raytheon regarding critical race theory program,<ANTI-CRT>
Opposition to  critical race theory  dominates public comments at NAFC meeting,<NEUTRAL>
Opposition to  critical race theory  dominates public comments at school board meeting,<NEUTRAL>
History and critical race theory,<NEUTRAL>
Residents speak on critical race theory at board meeting,<NEUTRAL>
JONAH GOLDBERG : Both sides of CRT are prone to exaggeration,<NEUTRAL>
Critical Race Theory Has No Idea What To Do With Asian Americans,<ANTI-CRT>
Legislation Is A Perfectly Valid Way To Combat Critical Race Theory,<ANTI-CRT>
COMMENTARY : Fighting critical race theory,<ANTI-CRT>
Chicago - area lawsuit blows up media defenses of critical race theory,<ANTI-CRT>
Teaching critical race theory isnt just wrong . It might be illegal,<ANTI-CRT>
"CNN Worries to Dem : Right Using Defund Police , Fictional CRT to Harm Your Party ! ",<DEFENDING CRT>
Casten calls critics of CRT  right - wing fear mongers  ,<DEFENDING CRT>
Kevin McCarthy Invokes MLK to Decry Critical Race Theory,<ANTI-CRT>
"Texas Critical Race Theory / Civics Bills Test Abbott , Patrick , and West",<NEUTRAL>
McCarthy : Critical race theory  goes against everything Martin Luther King Jr . taught us  ,<ANTI-CRT>
Virginia parents decry  perverse  critical race theory,<ANTI-CRT>
Opinion | Why Is the Country Panicking About Critical Race Theory ? ,<DEFENDING CRT>
Leonard Pitts Jr .: Critical race theory and losing the privileges of whiteness,<DEFENDING CRT>
Leo Terrell rips liberal actor critical race theory rant :  He not qualified to give his opinion  ,<ANTI-CRT>
Alabama State Board of Education addresses critical race theory,<NEUTRAL>
Leonard Pitts Jr .: Critical Race Theory just another cynical maniuplation,<DEFENDING CRT>
Flowers : Why critical race theory is so dangerous,<ANTI-CRT>
"We dont need critical race theory to teach about racial injustice , we just need facts",<ANTI-CRT>
Critics of critical race theory and transgender policies flood Franklin County meeting,<NEUTRAL>
"Roanoke County School Board releases statement on critical race theory , transgender policy",<NEUTRAL>
Tom Cotton creates investigation into critical race theory training at Raytheon,<NEUTRAL>
Sen . Lankford opposes Critical Race Theory training in military,<ANTI-CRT>
Loudoun County Parents Discover Chilling CRT Teacher Training Material Decrying  Heterosexism  and Parental Autonomy,<ANTI-CRT>
Ocasio - Cortez knocks McCarthy after he claimed critical race theory  goes against everything  MLK taught,<DEFENDING CRT>
EYES LEFT : Critical Race Theory : Strike three,<ANTI-CRT>
Critical race theory motion to be introduced at Allegheny County Council,<NEUTRAL>
"Critical race facts should be heeded , even if you dont follow critical race theory",<DEFENDING CRT>
Critical Race Theory Battles are Driving Black Educators Out of Their Jobs,<DEFENDING CRT>
Parnell : I Will Vote To Ban Critical Race Theory In Schools And The Military,<ANTI-CRT>
Ross : Is it the guilt that has people upset about critical race theory ? ,<ANTI-CRT>
Critical Race Theory in the Classroom,<NEUTRAL>
Moms for America President : Moms must organize to stop CRT in our schools,<ANTI-CRT>
A lawyer was forced out of her Legal Aid Society job after criticizing CRT,<ANTI-CRT>
Column : Why Critical Race Theory is so dangerous,<ANTI-CRT>
"Franklin County School Board meeting sparks heated debate over transgender student policies , Critical Race Theory",<NEUTRAL>
Critical Race Theory Bans Dont Ban Teaching History : They Ban Racism,<DEFENDING CRT>
Oklahoma Board of Education approves crackdown on teaching critical race theory,<ANTI-CRT>
NATIONAL VIEW : America founders fought for the right to debate critical race theory,<DEFENDING CRT>
Critics of critical race theory and transgender policies flood Franklin County School Board meeting,<NEUTRAL>
"Students should learn math and science , not about Critical Race Theory",<ANTI-CRT>
Letter : Critical Race Theory does not make accusations,<DEFENDING CRT>
"Critical Race Theory , equity hot topics at Bozeman school board meeting",<NEUTRAL>
Other Editors : America founders fought for the right to debate critical race theory,<DEFENDING CRT>
"Headlines : Critical Race Theory , Unemployment Bonus Lawsuit & DiCaprio Visits Tulsa",<NEUTRAL>
"Critical Race Theory Debate , School District Takeover Dominate Oklahoma State Board Of Education Meeting",<NEUTRAL>
"Critical Race Theory Debate , School District Takeover Dominate Oklahoma State Board of Education Meeting",<NEUTRAL>
Sen . Tom Cotton Launches Bill to Defund Critical Race Theory,<ANTI-CRT>
Heritage Battles Nation Largest Teachers Union on Critical Race Theory,<NEUTRAL>
Actor John Leguizamo :  Critical Race Theory Is My Whole Reason for Being  ,<DEFENDING CRT>
Dudley - Charlton Regional School Shepherd Hill critical race theory,<NEUTRAL>
Skaff : Critical race theory destructive to society,<ANTI-CRT>
KS Education Commissioner emphasizes K - 12 standards do not include Critical Race Theory,<NEUTRAL>
How Critical Race Theory Led to Kendi - Washington Free Beacon,<ANTI-CRT>
"John Leguizamo : Critical race theory  my reason for being , opponents must  calm the f --- down  ",<DEFENDING CRT>
Rep . Mike Waltz : Military and critical race theory – this is why we shouldnt teach soldiers to hate US,<ANTI-CRT>
Marsha Blackburn : Keep critical race theory out of American classrooms,<ANTI-CRT>
KS Board of Education : critical race theory is misunderstood and not in state standards,<DEFENDING CRT>
"Critical Race Theory Is a Complex -- Oh , Who Are We Kidding ? ",<ANTI-CRT>
Shaw sounds the alarm about CRT in Wheaton - Warrenville CUSD 200,<ANTI-CRT>
Deconstructing Race / Episode 6 : Critical Race Theory : The Interview,<NEUTRAL>
"WSJ columnist : Critical race theory is a  hustle , produces more  woke illiterates  ",<ANTI-CRT>
Critical Race Theory is a hustle,<ANTI-CRT>
Cotton introduces bill defunding Critical Race Theory in schools,<ANTI-CRT>
Misinformation about critical race theory is  dividing u Connecticut selectman says,<DEFENDING CRT>
"Protests in Jefferson County address Critical Race Theory , Black Math Genius programs",<NEUTRAL>
Gloucester not teaching Critical Race Theory – Gazette Journal,<NEUTRAL>
"Fox New obsession with critical race theory , by the numbers",<DEFENDING CRT>
Guest editorial : County GOP chair take on Critical Race Theory is beyond the pale,<DEFENDING CRT>
WATCH : Talking Critical Race Theory With Quisha King,<NEUTRAL>
"Ann Coulter : Critical Race Theory Is a Complex Oh , Who Are We Kidding ? | Articles",<ANTI-CRT>
5 Loudoun Residents Describe Where They Stand On Critical Race Theory,<NEUTRAL>
Five Thousand Teachers Pledge to Teach Critical Race Theory Against State Law,<DEFENDING CRT>
MacIver Newsmakers – Parents Push Back Against CRT,<ANTI-CRT>
How Not To Cover Critical Race Theory,<DEFENDING CRT>
"AOC , Bernice King Slam McCarthy for Saying MLK Would Oppose Critical Race Theory",<DEFENDING CRT>
"Crowd protests critical race theory ,  government speech  at School Board meeting",<ANTI-CRT>
Parents debate  critical race theory  at Metro Schools board meeting,<NEUTRAL>
"Alabama school board members spar about critical race theory , diversity",<NEUTRAL>
"Crowd protests  government speech , critical race theory at Rochester School Board meeting",<NEUTRAL>
Critical race theory has become a social and political lightning rod,<NEUTRAL>
Critical race theory has become a social and political lightning rod . This is how we got here,<NEUTRAL>
Human history will drown out CRT critics,<DEFENDING CRT>
Debate Over Critical Race Theory Explodes at Sarasota County School Board Meeting,<NEUTRAL>
Rally at board of education protests Critical Race Theory,<NEUTRAL>
Critical race theory to be debated in next Louisville Forum,<NEUTRAL>
  Dangerou critical race theory threatens to take US back in time : Sen . Mike Lee,<ANTI-CRT>
School board : Critical race theory not taught in Kansas,<NEUTRAL>
Ducey signs bill banning critical race theory in schools,<NEUTRAL>
"Resolution opposing critical race theory would violate NU policy , faculty say",<DEFENDING CRT>
Critical Race Theory War on History,<ANTI-CRT>
Senate leader Phil Berger vows to keep critical race theory out of schools,<ANTI-CRT>
"Connecticut educators defend diversity , equity and inclusion initiatives being attacked as  critical race theory  by conservative groups",<DEFENDING CRT>
Washington state is not mandating critical race theory in schools,<DEFENDING CRT>
Watch CNN Sara Sidner explain how  critical race theory  has become a  social and political lightning rod  ,<NEUTRAL>
Teacher says critical race theory  radicalized  her curriculum and creates  racial hostility  ,<ANTI-CRT>
From critical race theory to the treatment of transgender students : Gloucester County School Board hosts town hall,<NEUTRAL>
MLK daughter hits out at GOP for their critical race theory attacks,<DEFENDING CRT>
CNN anchor dismisses critical race theory as being  created  by Republicans,<DEFENDING CRT>
"Schools not teaching race theory , some want to ban it anyway",<DEFENDING CRT>
Kenai officials : Critical race theory not part of curriculum,<NEUTRAL>
What Utah Rep . Burgess Owens says is the  disinfectant  to critical race theory,<ANTI-CRT>
Mike Gonzalez – On the Formation of Political  Identities  and the Right Way to Fight Critical Race Theory – Ricochet,<ANTI-CRT>
Protesters gather at conservative critical race theory presentation on Park Point,<NEUTRAL>
"Critical Race Theory is the American military gravest military threat , not systemic racism",<ANTI-CRT>
Critical race theory curriculum debate reaches Metro Nashville Public Schools,<NEUTRAL>
"In latest Critical Race Theory backlash , NC Senate may vote on affirmative action ban",<ANTI-CRT>
Critical race theory prohibition before NC Senate panel :: WRAL . com,<NEUTRAL>
"Get woke , your already broke : California school district will spend $40M making  ethnic studie MANDATORY for high school students sparking a woke gold rush for consultants who charge $1 , 500 an HOUR to train teachers in CRT – Investment Watch",<ANTI-CRT>
Dozens comment at CMS board meeting on critical race theory,<NEUTRAL>
Why Critical Race Theory is so dangerous,<ANTI-CRT>
Opinion | Two voices of resistance to the critical race theory backlash in Oklahoma,<DEFENDING CRT>
Christine Flowers : Why critical race theory is so dangerous,<ANTI-CRT>
Mike Gonzalez – On the Formation of Political  Identities  and the Right Way to Fight Critical Race Theory,<ANTI-CRT>
"Viewpoint : Teaching critical race theory is patriotic , not anti - American",<DEFENDING CRT>
Senator Tom Cotton Introduces Bill to Defund Critical Race Theory KFFB 106 . 1 FM Arkansas Radio Online Radio – Arkansas Politics – Local News,<ANTI-CRT>
Critical race theory outrage justifies need for it,<DEFENDING CRT>
Many Americans embrace falsehoods about critical race theory By Reuters,<NEUTRAL>
Many Americans embrace falsehoods about critical race theory,<DEFENDING CRT>
"Critical Race Theory is a Complex - Oh , Who are We Kidding ? - Taki Magazine",<ANTI-CRT>
"Ann Coulter : Critical Race Theory Is a Complex Oh , Who Are We Kidding ? ",<ANTI-CRT>
Critical Race Theory and Intelligent Design : New York Magazine Sarah Jones is confused -- Society Child -- Sott . net,<ANTI-CRT>
Madness in Minnesota : CRT Protests Erupt at School Board Meeting,<ANTI-CRT>
Kansas Board of Education takes stand against Critical Race Theory,<ANTI-CRT>
Is Critical Race Theory the best way to teach history and racism ? ,<NEUTRAL>
David French endorses TIME  Conservative Case Against Banning Critical Race Theory  ,<DEFENDING CRT>
GOP bill aimed at limiting CRT moves ahead in N . C . ,<NEUTRAL>
Kansas Board of Education debates Critical Race Theory,<NEUTRAL>
"Misinformation about critical race theory is  dividing us , CT selectman says",<DEFENDING CRT>
Critical Race Theory plus teachers unions equals grave trouble for our Constitutional Republic,<ANTI-CRT>
Critical Race Theory : Will it be taught in our schools ? ,<NEUTRAL>
Burgess Owens : US history being  stolen and rewritten  by CRT ; students should be taught about Black founders,<ANTI-CRT>
Local and state school boards grapple with critical race theory as national debate comes to Kansas,<NEUTRAL>
Critical Race Theorist At Taxpayer - Funded Conference Says We Cant  Let Whiteness Seep Into Us  ,<ANTI-CRT>
Critical Race Theory : Echo Chamber vs . Echo Chamber,<NEUTRAL>
Critical Race Theory should be an opportunity for education,<DEFENDING CRT>
US Naval Academy : Full Speed Ahead on Critical Race Theory,<DEFENDING CRT>
Kansas school boards grapple with critical race theory education,<NEUTRAL>
"Ann Coulter Op - ed : Critical Race Theory Is a Complex Oh , Who Are We Kidding ? ",<ANTI-CRT>
Activist Choi :  We need to overwhelm the district  in fight against CRT,<ANTI-CRT>
Kansas Denies Teaching Critical Race Theory,<NEUTRAL>
"Ann Coulter : Critical Race Theory Is a Complex Oh , Who Are We Kidding ? The Patriot Post",<ANTI-CRT>
CRT recommended as discussion topic for Lansing school board,<NEUTRAL>
I Went to School in Alabama . We Desperately Needed Critical Race Theory,<DEFENDING CRT>
Letter : Critical race theory article comes across as one - sided,<ANTI-CRT>
"Critical race theory : What it is , what it isnt , and what it means for education in Pennsylvania",<NEUTRAL>
Senate Leader Phil Berger Vows to Keep Critical Race Theory Out of Schools,<ANTI-CRT>
Kansas school boards grapple with critical race theory,<NEUTRAL>
CRT : We should be teaching the Golden Rule in our schools,<ANTI-CRT>
Rhode Island teacher goes public with Critical Race Theory curriculum :  Im refusing to propagate lies  ,<ANTI-CRT>
Critical Race Theory is dangerous for our kids,<ANTI-CRT>
NEA to Promote Critical Race Theory in Schools,<DEFENDING CRT>
"CCPS School Board public comment becomes forum for debate over Critical Race Theory , Transgender rights",<NEUTRAL>
Let me break down all the fake outrage over  critical race theory  ,<DEFENDING CRT>
Westerly School Committee Declines To Ban Critical Race Theory,<DEFENDING CRT>
COLUMN : What are the fruits of critical race theory ? | Barry Fagin,<NEUTRAL>
COLUMN : What are the fruits of critical race theory ? ,<NEUTRAL>
Bernice King hits GOP :  Beyond insulting  to misuse MLK teachings to oppose critical race theory,<DEFENDING CRT>
Flowers : Why Critical Race Theory is so dangerous,<ANTI-CRT>
GOP lawmakers push back against critical race theory,<ANTI-CRT>
Dont force feed critical race theory to children | READER COMMENTARY,<ANTI-CRT>
  Anti - critical race theory  bill heads to Senate after teachers assail it as  censorship  ,<DEFENDING CRT>
State Board of Education : Critical race theory not taught in Kansas schools,<NEUTRAL>
Protesters gather at critical race theory presentation on Park Point,<NEUTRAL>
Pennsylvania lawmakers and educators question whether Critical Race Theory should be taught in schools,<NEUTRAL>
UNL faculty speak out on resolution opposing critical race theory,<NEUTRAL>
Bill banning critical race theory in Texas schools moves forward in special session,<NEUTRAL>
Critical race theory controversy,<NEUTRAL>
Bernice King Hits GOP :  Beyond Insulting  to Misuse Mlk Teachings to Oppose Critical Race Theory,<DEFENDING CRT>
"Critical race theory , anti - racism , diversity , equity definitions",<NEUTRAL>
School Board : Critical Race Theory Not Taught In Kansas,<NEUTRAL>
Interim superintendent responds to concerns about Critical Race Theory at RPS,<NEUTRAL>
Christine Flowers The dangers of critical race theory,<ANTI-CRT>
"Paso Unified discusses critical race theory , again , and translation services",<NEUTRAL>
"Alabama schools  certainly not  teaching critical race theory , state superintendent says",<DEFENDING CRT>
Legislators aim to prevent  critical race theory  from being taught in schools | Education,<NEUTRAL>
Westerly School Committee set to discuss future of  critical race theory  teachings in classrooms,<NEUTRAL>
Henderson County Four Seasons Politics : Bill advances to outlaw teaching of Critical Race Theory,<ANTI-CRT>
NC lieutenant governor calls for ban on CRT in schools : Teachers  forcing their opinion  on students,<ANTI-CRT>
North Carolina Senate considers banning critical race theory in schools,<NEUTRAL>
School Committee Refuses to Ban Critical Race Theory | News Radio 920 AM & 104 . 7 FM,<DEFENDING CRT>
Berger says he will combat Critical Race Theory  with everything that I have ... - Carolina Journal,<ANTI-CRT>
Legislation would ban Critical Race Theory in classroom,<NEUTRAL>
Officials : No critical race theory in Kenai,<NEUTRAL>
Alabama Board of Education Discuss Banning  Race Theory  in Public Schools,<NEUTRAL>
AP : School board : Critical race theory not taught in Kansas,<NEUTRAL>
Boke : Another CRT point of view,<NEUTRAL>
Bans On Critical Race Theory Could Have A Chilling Effect On How Educators Teach About Racism,<DEFENDING CRT>
UNL Faculty Senate opposes NU Regent critical race theory resolution | News,<DEFENDING CRT>
Bans on CRT could have chilling effect on how educators teach about racism,<DEFENDING CRT>
Critical Race Theory Language Used in VA Vaccine Distribution,<NEUTRAL>
Learning Standards Offer Roadmap Through Critical Race Theory Debate : NPR,<NEUTRAL>
Under Attack by Critical Race Theory,<ANTI-CRT>
A better understanding of critical race theory,<DEFENDING CRT>
  Race Theory  Archives - Alabama News,<NEUTRAL>
School Committee unanimously rejects resolution from resident on critical race theory,<DEFENDING CRT>
"With some parents mad over issues from school closures to critical race theory , leaders fear impact on fall enrollment",<NEUTRAL>
  Let Them Die : Local NAACP Leader Espouses Violent Rhetoric Against Opponents of Critical Race Theory,<ANTI-CRT>
"Biden Administration Prioritizes  Wokeism , Critical Race Theory In Schools - Foundation for Economic Education",<ANTI-CRT>
"  Stop CRT  Bill , Votes in Congress Add to Political Drama Over Critical Race Theory",<ANTI-CRT>
Gaslighting for critical race theory,<ANTI-CRT>
Pass State Critical Race Theory Bills Now,<ANTI-CRT>
"Nasty Nightline Accuses Parents Protesting CRT Of Enabling Racism , Whitewashing History",<ANTI-CRT>
Gee says meeting with Putnam County Commission over Critical Race Theory beneficial,<NEUTRAL>
  Let Them Die : Fairfax NAACP Leader Speaks Against Anti - CRT Parents,<DEFENDING CRT>
  Let Them Die : NAACP Official Attacks Anti - CRT Parents,<ANTI-CRT>
Critical race theory and cynical fear mongering,<DEFENDING CRT>
Texas Takes Up Debate Over Critical Race Theory In School,<NEUTRAL>
Brian Mark Weber : CRT Pushback Is Taking Its Toll on Leftists The Patriot Post,<ANTI-CRT>
"  Let Them Die : Top NAACP , PTA Official Attacks Anti - Critical Race Theory Protesters",<ANTI-CRT>
Some are exploiting critical race theory for their own political gain,<DEFENDING CRT>
  Let them die ! – Despicable Fairfax County NAACP / PTA official wishes death on people opposing CRT – The Right Scoop,<ANTI-CRT>
Litchfield school officials apologize for unintentional promotion of critical race theory,<ANTI-CRT>
D49 mulls CRT ban,<NEUTRAL>
Critical race theory debate hits New York City public schools,<NEUTRAL>
"Critical race theory is a complex oh , who are we kidding ? ",<ANTI-CRT>
Critical race theory opponents say it teaches children to judge people by skin color,<ANTI-CRT>
Your Opinion : Teacher sugar - coated view of CRT,<ANTI-CRT>
Illinois Family Institute raises the alarm about Wheaton College Professor Nathan Cartagena and CRT,<ANTI-CRT>
Virginia PTA Official Says  Let Them Die  About Parents Opposing Critical Race Theory,<ANTI-CRT>
Martin Luther King Jr . Did Not Dream About Banning Critical Race Theory,<DEFENDING CRT>
"Pro / Con : Critical race theory is toxic , a repeat of a past mistake",<ANTI-CRT>
The Problem Is the Other CRT ( Conservative Race Theory ) ,<DEFENDING CRT>
"NAACP , PTA Official to Parents Attacking Critical Race Teaching :  Let Them Die  ",<DEFENDING CRT>
Fairfax County activist on parents opposing critical race theory :  Let them die  ,<ANTI-CRT>
"Rally held at Jefferson County Board of Education protesting Critical Race Theory | News , Sports , Jobs",<NEUTRAL>
Want to speak your piece on new Utah school board rule that prohibits teaching critical race theory ? ,<NEUTRAL>
Pitts :  Critical race theory  right latest fright,<DEFENDING CRT>
What critical race theory looks like in my social studies classroom,<NEUTRAL>
LETTER : CRT is not some plot to undermine American values,<DEFENDING CRT>
CRT Instruction Is Not New To Arizona,<NEUTRAL>
"As N . C . Republicans push Critical Race Theory , this stands out : Theyre all white . ",<DEFENDING CRT>
Critical race theory bill SB3 passes in Texas Senate by 18 - 4 vote,<NEUTRAL>
Education Sec . Cardona retreats from making critical race theory part of new school grants,<NEUTRAL>
"Rochester Public Schools , community members deny notion that critical race theory is being taught in schools",<DEFENDING CRT>
Sen . Lee blasts critical race theory but admits it not necessarily being spread in Utah,<ANTI-CRT>
Critical Race Theory Remakes Connecticut School District,<ANTI-CRT>
The Tax Watchers : Critical Race Theory a poison pill,<ANTI-CRT>
VIDEO : Critical Race Theory - Catrin,<NEUTRAL>
The One and Only Ann Coulter on CRT | 1390 KRRZ | The Clay Travis and Buck Sexton Show,<ANTI-CRT>
"Pro / Con : Critical race theory is a manufactured fear , being exploited",<DEFENDING CRT>
Recent CRT School Board discussion was respectful,<NEUTRAL>
"Belabored : Critical Race Panic in Schools , with Jesse Hagopian",<ANTI-CRT>
Wyoming Superintendent To Discuss Critical Race Theory On KGAB,<NEUTRAL>
"Critical race theory mysterious , much like macaroni wiggle",<NEUTRAL>
Schools receive letter from NDE Commissioner regarding health standards and critical race theory,<NEUTRAL>
"July 16 , 2021 , letters : Readers comment on masks in schools and CRT",<NEUTRAL>
"Evanston , Illinois Teacher Lawsuit over Critical Race Theory",<NEUTRAL>
Opponents of critical race theory bring their fight to Salinas Union . ,<NEUTRAL>
Letters : Climate change and Critical Race Theory,<NEUTRAL>
Critical Race Theory Defeats Itself,<ANTI-CRT>
PTA Official Resigns After Saying  Let Them Die  About Parents Against Critical Race Theory,<ANTI-CRT>
How Critical Race Theory Led to Kendi - American Renaissance,<ANTI-CRT>
African American Chamber of Commerce to host online discussion about critical race theory in schools,<NEUTRAL>
Critical Race Theory debate makes its way to St . Albans,<NEUTRAL>
"Critical race theory isnt being taught in local schools , officials say",<DEFENDING CRT>
"Laws Against Critical Race Theory Are Only the First Step Use every legal and political option to defund CRT . Dont just ruffle their feathers , pluck  em . By David Randall",<ANTI-CRT>
NAACP Official Who Wished Death On CRT Opponents Resigns From Virginia PTA,<ANTI-CRT>
The Grievance Hustlers and the Critical Race Theory,<ANTI-CRT>
"Critical race theory is far more than a political outlook to its adherents , it is a progressive dogma that defines their existence -- Society Child -- Sott . net",<ANTI-CRT>
GOP Lawmakers Seek Democrat Support to Ban Critical Race Theory in Michigan Schools,<NEUTRAL>
  Let them die : State NAACP leader drops jaws with vitriol for Critical Race Theory opponents,<DEFENDING CRT>
"  Let them die !: PTA , NAACP official demonizes parents against critical race theory",<ANTI-CRT>
  Stop CRT Rally  | What Did You Say ? ,<ANTI-CRT>
"Virginia PTA , NAACP official says  let them die , about anti - Critical Race Theory parents -- Society Child -- Sott . net",<ANTI-CRT>
"  Let Them Die , Official of PTA , NAACP Says of Critical Race Theory Foes",<DEFENDING CRT>
  Let Them Die : Fairfax PTA & NAACP Officer Calls For The Death Of Those Who Oppose CRT,<ANTI-CRT>
"Parents , activists pushing back against critical race theory  destructive message  in America school",<ANTI-CRT>
Tom Cotton to Introduce Bill to Stop Military Officers from Teaching CRT,<ANTI-CRT>
Will NC schools banning Critical Race Theory lead to  witch hunt of teachers ? ,<DEFENDING CRT>
  Number one cultural issue : GOP turns to critical race theory in push to win back suburbs | Lifestyles,<ANTI-CRT>
"GOP teeing up critical race theory for midterms in Minnesota , across the nation",<NEUTRAL>
Frederick Douglass Versus the 1619 Project : Critical Race Theory big lie about American history . ,<ANTI-CRT>
UPDATE : The NAACP Leader Who Declared  Let Them Die  About Opponents of CRT Has Resigned,<ANTI-CRT>
"Confronting Teacher Union Twaddle After insisting that critical race theory is not being taught in K - 12 schools , Randi Weingarten teacher union boss and gaslighter extraordinaire has ceded any right to be taken seriously . By Larry Sand",<ANTI-CRT>
"In Rhode Island , critical race theory debate pits brother against sister",<NEUTRAL>
"As N . C . Republicans push Critical Race Theory bill , this stands out : Theyre all white . ",<DEFENDING CRT>
  Let them die : Virginia PTA official resigns over comments at pro - critical race theory rally,<ANTI-CRT>
Denver school board member reveals critical race theory agenda,<ANTI-CRT>
Texas Senate passes abortion and critical race theory bills in special session,<NEUTRAL>
Fairfax PTA leader ousted after wishing death on anti - CRT parents,<ANTI-CRT>
  Number one cultural issue : GOP turns to critical race theory in push to win back suburbs | Politics,<ANTI-CRT>
Guest Column : Why Critical Race Theory is so dangerous,<ANTI-CRT>
Cardona Retreats from Making Critical Race Theory Part of New School Grants,<ANTI-CRT>
Valley News - Column : Debate over critical race theory is a con game,<DEFENDING CRT>
Chairman of Chester County Republican Party sorely misguided on Critical Race Theory,<DEFENDING CRT>
"CDC Embraces Critical Race Theory Language , Cites   Social Inequities  ",<DEFENDING CRT>
"Texas Senate OKs GOP priority  critical race theory , anti - abortion bills",<NEUTRAL>
Steve Schild : GOP restricting voter access as they oppose teaching CRT,<DEFENDING CRT>
  Let them die : Virginia PTA leader resigns after saying opponents of critical race theory can  die  ,<ANTI-CRT>
State board of education lone no vote on critical race theory rules reflects on decision,<NEUTRAL>
Letter : CRT works in Texas -- and the neighbors must hate it,<DEFENDING CRT>
